#proteinID	FLT_vs_GC
O23627	0.580000
O23628	0.480000
O23629	0.300000
O23647	-0.580000
O23653	-0.280000
O23654	0.170000
O23657	-0.060000
O23673	-0.150000
O23676	-0.440000
O23680	-0.580000
O23684	-0.040000
O23708	0.800000
O23710	0.200000
O23712	0.040000
O23714	0.600000
O23717	0.620000
O23722	0.140000
O24412	-0.110000
O24456	0.260000
O24457	0.110000
O24466	1.970000
O24496	0.550000
O24520	0.370000
O24521	-0.320000
O24603	0.870000
O24616	0.050000
O24633	1.140000
O24653	0.240000
O24658	1.100000
O48528	-0.140000
O48529	-0.300000
O48549	-0.430000
O48587	-0.150000
O48588	-0.480000
O48593	-0.100000
O48626	-0.750000
O48646	0.140000
O48661	0.290000
O48671	-0.010000
O48676	-0.240000
O48683	-0.480000
O48723	-0.040000
O48724	0.200000
O48726	-0.200000
O48737	0.350000
O48741	-0.580000
O48773	-0.520000
O48782	-0.570000
O48788	-0.410000
O48802	-0.440000
O48832	0.310000
O48844	0.220000
O48917	0.160000
O48946	-0.220000
O48962	1.180000
O48963	-0.480000
O49006	0.970000
O49160	-0.440000
O49195	-1.620000
O49196	-1.150000
O49203	-0.410000
O49213	0.020000
O49285	-0.550000
O49290	0.340000
O49292	1.180000
O49299	-0.150000
O49304	-0.300000
O49313	-0.740000
O49336	-0.270000
O49339	0.620000
O49340	-0.360000
O49373	-0.320000
O49377	0.350000
O49447	1.020000
O49453	0.540000
O49460	-0.310000
O49472	-0.140000
O49485	0.300000
O49499	0.430000
O49506	0.080000
O49513	0.390000
O49543	-0.010000
O49545	-0.550000
O49553	-0.470000
O49562	-0.890000
O49597	-0.270000
O49607	-0.080000
O49613	0.800000
O49621	-0.150000
O49627	-0.510000
O49629	-0.340000
O49653	0.870000
O49675	-0.420000
O49686	-0.110000
O49841	0.630000
O50008	0.500000
O50039	0.350000
O50061	-0.070000
O64477	-0.540000
O64490	0.430000
O64495	-0.110000
O64517	0.250000
O64530	0.200000
O64587	0.370000
O64636	-0.600000
O64640	-0.760000
O64642	-0.180000
O64644	-0.740000
O64688	-0.040000
O64691	-0.300000
O64696	-0.520000
O64730	-0.690000
O64732	-0.400000
O64740	0.270000
O64743	1.090000
O64745	-1.150000
O64760	-0.330000
O64764	1.350000
O64767	0.060000
O64768	0.320000
O64816	0.380000
O64825	0.120000
O64835	-1.320000
O64858	-0.100000
O64864	0.140000
O64866	-0.210000
O64883	-0.640000
O64888	-0.310000
O64903	0.400000
O64948	0.100000
O65041	-0.500000
O65155	-0.190000
O65202	0.180000
O65238	-0.050000
O65258	-0.780000
O65271	-0.280000
O65272	1.070000
O65282	0.830000
O65351	1.000000
O65370	1.530000
O65398	0.270000
O65399	0.350000
O65402	-0.730000
O65423	0.230000
O65449	0.240000
O65502	0.290000
O65569	1.380000
O65570	0.490000
O65572	-0.350000
O65581	-0.770000
O65639	-0.120000
O65655	0.630000
O65660	-0.730000
O65679	-0.060000
O65693	0.090000
O65719	0.350000
O65782	-0.850000
O65784	-0.370000
O65785	0.110000
O65787	-0.530000
O65788	-0.420000
O65896	0.250000
O78310	1.490000
O80386	0.060000
O80397	-0.530000
O80448	0.470000
O80452	-0.140000
O80456	-0.990000
O80476	-0.100000
O80477	0.320000
O80480	-0.490000
O80501	0.300000
O80503	-0.060000
O80504	-0.080000
O80517	2.080000
O80526	-0.230000
O80532	-0.360000
O80533	-0.090000
O80548	-0.420000
O80565	-0.230000
O80567	-0.470000
O80574	0.640000
O80575	0.330000
O80576	0.690000
O80585	0.190000
O80626	0.940000
O80634	-0.360000
O80653	-0.990000
O80704	-0.580000
O80713	0.600000
O80719	0.850000
O80725	0.770000
O80731	-0.270000
O80763	-0.160000
O80798	-0.420000
O80837	0.690000
O80840	0.370000
O80842	-0.290000
O80852	-0.470000
O80858	2.440000
O80885	-1.310000
O80891	0.370000
O80910	0.800000
O80912	-0.090000
O80924	-0.610000
O80925	-0.260000
O80929	-0.790000
O80934	-0.170000
O80939	-1.520000
O80944	0.610000
O80950	0.520000
O80977	-0.450000
O80983	-0.460000
O80988	-0.730000
O80990	-0.040000
O81014	-0.230000
O81016	-0.580000
O81027	0.080000
O81030	1.640000
O81062	-0.750000
O81098	-0.650000
O81108	-0.510000
O81127	-0.590000
O81146	1.150000
O81147	0.670000
O81148	1.220000
O81149	0.580000
O81283	-0.410000
O81291	-1.270000
O81292	-0.230000
O81296	0.490000
O81299	0.020000
O81439	0.400000
O81493	1.000000
O81629	-0.410000
O81644	0.600000
O81645	1.120000
O81716	0.450000
O81742	-0.570000
O81746	0.260000
O81815	0.380000
O81816	-0.450000
O81826	0.210000
O81845	-0.400000
O81852	-0.480000
O81862	1.550000
O81884	0.100000
O82089	-0.370000
O82122	-2.730000
O82179	0.530000
O82191	2.070000
O82197	1.070000
O82204	1.680000
O82209	-0.480000
O82230	-0.070000
O82233	-0.490000
O82234	-0.360000
O82240	-0.060000
O82251	-0.160000
O82263	-0.160000
O82264	-0.420000
O82290	0.050000
O82291	-0.980000
O82299	-0.360000
O82314	-0.460000
O82326	-0.250000
O82328	0.550000
O82352	-0.480000
O82355	0.110000
O82357	-0.270000
O82359	-0.900000
O82390	-0.830000
O82392	-0.290000
O82399	0.210000
O82413	-0.270000
O82462	-0.310000
O82481	-0.520000
O82487	0.590000
O82491	-0.100000
O82499	-0.150000
O82514	-0.170000
O82597	-0.100000
O82628	0.240000
O82629	1.610000
O82656	-0.110000
O82659	1.390000
O82662	0.060000
O82663	0.130000
O82734	-0.060000
O82762	-0.050000
O82768	-0.070000
O82772	0.200000
O82782	0.370000
O82796	-0.070000
O82808	0.090000
P04778	-0.920000
P05466	-0.140000
P06525	0.630000
P09468	0.760000
P0C896	-0.350000
P0CJ46	-0.130000
P0CZ23	0.140000
P0DH99	1.460000
P0DI10	0.300000
P0DI79	-0.250000
P0DKC4	-0.710000
P0DKL6	-0.470000
P0DO24	0.510000
P10795	-0.480000
P10796	-0.490000
P10798	-0.590000
P10896	-0.360000
P11035	0.520000
P11139	-0.780000
P11574	0.230000
P11832	-0.310000
P12411	1.530000
P14671	-0.210000
P14891	1.030000
P15455	2.290000
P15456	0.480000
P15457	1.840000
P15459	3.550000
P15460	1.180000
P16127	-0.370000
P16180	0.620000
P16181	0.120000
P17094	-0.110000
P17562	0.410000
P17597	-0.310000
P17745	0.230000
P18064	0.360000
P18612	1.620000
P18616	-0.710000
P19171	0.490000
P19366	-0.310000
P19456	0.230000
P19892	0.520000
P20115	0.230000
P20431	-0.300000
P20649	0.280000
P21216	-0.130000
P21218	-0.900000
P21238	-0.110000
P21240	-0.170000
P21276	0.990000
P22738	-0.530000
P22953	0.490000
P22954	0.350000
P23321	0.090000
P23586	0.410000
P23686	0.310000
P24100	-0.200000
P24636	0.610000
P24806	0.620000
P25269	-0.600000
P25696	0.880000
P25697	0.600000
P25851	-0.150000
P25855	0.130000
P25856	-0.430000
P25857	-0.180000
P25858	0.290000
P25864	-0.040000
P25873	0.820000
P26568	0.380000
P26569	0.130000
P27140	-0.670000
P27323	0.390000
P27521	-1.330000
P28185	-0.650000
P28187	0.140000
P28188	0.750000
P28493	-1.480000
P28769	0.380000
P29197	0.260000
P29402	0.300000
P29513	0.280000
P29514	-0.030000
P29515	0.040000
P29516	0.470000
P29517	0.720000
P29976	-0.880000
P30184	-0.140000
P30302	0.090000
P31167	-0.220000
P31168	0.810000
P31169	0.750000
P31265	0.370000
P31414	-0.110000
P32068	-0.400000
P32069	0.090000
P32746	-0.040000
P32826	0.410000
P32961	1.530000
P32962	0.260000
P33157	-0.160000
P33207	1.020000
P34066	0.020000
P34788	0.550000
P34789	0.560000
P34790	0.560000
P34791	0.770000
P34802	-0.220000
P34893	0.690000
P35131	-0.540000
P35510	0.330000
P35614	-0.250000
P36210	-0.360000
P36428	-0.110000
P37107	0.310000
P37271	-0.050000
P37702	-1.470000
P38025	0.230000
P38418	-0.870000
P38420	-0.960000
P38558	-0.280000
P38605	-0.470000
P38666	0.670000
P39207	0.590000
P40283	0.980000
P40940	-0.050000
P40941	0.170000
P41088	-0.050000
P41376	-0.240000
P41377	-0.160000
P41568	0.930000
P41916	-0.130000
P42036	0.290000
P42643	0.100000
P42644	0.350000
P42645	0.510000
P42697	-0.550000
P42731	0.410000
P42732	1.080000
P42733	-0.290000
P42734	0.200000
P42738	-0.340000
P42742	1.060000
P42744	-0.240000
P42748	-0.200000
P42749	0.510000
P42759	0.300000
P42760	1.480000
P42761	-0.080000
P42762	-1.000000
P42763	0.490000
P42770	0.190000
P42774	-0.200000
P42791	0.710000
P42794	0.310000
P42798	0.520000
P42799	0.420000
P42801	-0.350000
P42804	-0.150000
P42825	-0.240000
P43082	-0.540000
P43255	-0.470000
P43286	0.110000
P43292	0.420000
P43296	0.180000
P43297	0.220000
P43298	0.960000
P43333	-0.610000
P45432	-0.500000
P45724	-0.420000
P46010	0.480000
P46032	0.350000
P46077	0.120000
P46086	-0.050000
P46248	-0.030000
P46283	-0.260000
P46286	-0.210000
P46309	-0.230000
P46310	0.160000
P46312	-0.720000
P46416	-0.560000
P46421	0.190000
P46422	-0.250000
P46573	-0.250000
P46637	-0.140000
P46643	0.700000
P46644	-0.190000
P46645	0.510000
P47924	-0.660000
P47996	-0.420000
P47998	0.460000
P47999	0.490000
P48006	1.800000
P48347	0.250000
P48348	0.890000
P48349	0.400000
P48421	-2.630000
P48482	0.150000
P48483	0.090000
P48491	0.550000
P48523	0.410000
P48641	0.350000
P49040	-0.200000
P49077	0.340000
P49078	-0.010000
P49107	-0.280000
P49177	-0.030000
P49200	0.890000
P49204	0.450000
P49205	-0.320000
P49206	1.360000
P49209	-0.110000
P49211	0.210000
P49227	0.170000
P49243	0.380000
P49294	-2.880000
P49572	-0.160000
P49637	-0.160000
P49688	1.740000
P49689	1.050000
P49690	0.680000
P49691	0.120000
P49692	1.080000
P49693	-0.160000
P49967	-0.420000
P50287	0.070000
P50318	-0.210000
P50546	-0.390000
P50700	0.260000
P50883	0.630000
P51412	1.010000
P51413	-0.330000
P51414	-0.430000
P51419	0.820000
P51422	-0.020000
P51430	-0.350000
P51818	1.620000
P52032	-0.520000
P52420	-0.280000
P52422	0.020000
P52577	0.700000
P52839	0.060000
P52901	-0.090000
P53492	0.180000
P53496	0.350000
P53780	-0.460000
P53799	-0.340000
P54121	-0.710000
P54150	0.350000
P54609	-0.150000
P54873	0.330000
P54888	-0.250000
P54904	0.270000
P54967	-0.060000
P54969	-0.220000
P54970	-0.210000
P55034	0.330000
P55217	-0.180000
P55228	0.030000
P55229	-0.070000
P55230	-0.060000
P55231	-0.190000
P55737	0.200000
P55826	-0.290000
P55852	0.200000
P56752	-0.990000
P56753	-1.020000
P56754	-1.250000
P56756	-1.150000
P56757	0.240000
P56759	-0.800000
P56761	0.440000
P56762	0.650000
P56763	-0.570000
P56764	0.210000
P56765	-0.090000
P56766	-1.210000
P56767	-1.070000
P56771	-1.180000
P56773	0.080000
P56777	-1.200000
P56778	-0.640000
P56779	-1.810000
P56780	0.400000
P56785	-0.640000
P56786	-0.830000
P56791	-0.500000
P56792	-0.170000
P56793	0.820000
P56794	-0.600000
P56795	-0.400000
P56796	-0.140000
P56797	-0.180000
P56798	-0.500000
P56799	-0.610000
P56801	0.260000
P56802	-0.540000
P56805	0.360000
P56808	-0.470000
P56820	0.420000
P57106	0.230000
P57681	-0.570000
P57691	0.110000
P57720	-0.060000
P57741	0.030000
P57750	-0.290000
P57751	-0.240000
P57752	0.310000
P58049	0.330000
P58684	0.630000
P59169	0.360000
P59223	0.660000
P59224	0.510000
P59226	0.010000
P59230	1.460000
P59231	-0.100000
P59233	0.300000
P59259	0.590000
P59271	-0.710000
P59277	-0.570000
P60039	0.370000
P60040	0.470000
P61837	-0.610000
P61841	-0.450000
P61843	-0.530000
P61845	0.010000
P62090	-1.030000
P68209	-0.010000
P69834	0.000000
P82281	-0.470000
P82538	1.600000
P82658	0.320000
P82869	-0.120000
P82873	-0.420000
P82874	-0.520000
P83291	0.440000
P83755	1.020000
P92935	-0.290000
P92939	0.370000
P92941	0.030000
P92948	-0.400000
P92959	0.830000
P92963	-0.110000
P92964	-0.140000
P92974	-0.290000
P92985	1.430000
P92994	0.320000
P93004	-0.230000
P93008	-0.180000
P93009	0.080000
P93014	-0.400000
P93025	-0.590000
P93026	-0.380000
P93028	0.740000
P93031	0.290000
P93032	-0.470000
P93033	0.350000
P93042	0.050000
P93043	-0.250000
P93046	0.410000
P93050	-0.620000
P93285	0.470000
P93303	-0.280000
P93306	0.310000
P93654	1.480000
P93655	-0.680000
P93736	-0.160000
P93758	-0.410000
P93819	1.860000
P93824	-0.150000
P93832	0.570000
P93834	-0.340000
P93836	0.360000
P94014	0.610000
P94040	0.260000
P94072	1.260000
P94078	-0.010000
P94111	1.020000
P98204	-0.140000
Q00218	-0.410000
Q00874	-0.500000
Q01474	0.330000
Q01525	0.400000
Q01667	-0.950000
Q01908	-0.770000
Q02166	-0.530000
Q02971	-0.790000
Q03250	0.030000
Q03251	0.210000
Q04836	0.060000
Q04980	2.400000
Q05153	-0.110000
Q05212	0.420000
Q05431	1.230000
Q05728	0.050000
Q05758	0.590000
Q058N4	-1.130000
Q06327	-0.260000
Q06588	0.530000
Q06738	0.700000
Q06850	0.240000
Q07098	-0.270000
Q07099	0.510000
Q07100	0.400000
Q07356	-0.230000
Q07473	-1.710000
Q07488	0.430000
Q08112	-0.350000
Q08298	1.970000
Q08466	0.030000
Q08733	1.910000
Q08AA8	-0.820000
Q09152	0.450000
Q0PGJ6	0.870000
Q0V7T5	-0.070000
Q0WL80	-0.310000
Q0WLB5	-0.410000
Q0WLC6	-0.400000
Q0WLC7	-0.500000
Q0WLY0	0.180000
Q0WM93	-0.600000
Q0WML0	-0.440000
Q0WMN5	-0.030000
Q0WN54	0.790000
Q0WNJ6	0.270000
Q0WP12	1.340000
Q0WQB7	0.180000
Q0WQH3	-0.250000
Q0WR25	1.010000
Q0WR30	-0.160000
Q0WR59	-0.240000
Q0WR81	-0.700000
Q0WSE9	-0.520000
Q0WSF1	-0.350000
Q0WSJ9	-0.530000
Q0WSY2	0.610000
Q0WT31	-0.580000
Q0WTS1	0.100000
Q0WUA3	-0.650000
Q0WUI9	-0.400000
Q0WUQ7	0.360000
Q0WUY1	-0.060000
Q0WUY5	-0.160000
Q0WV86	0.210000
Q0WV90	-0.840000
Q0WVF7	-0.430000
Q0WVJ5	-0.050000
Q0WVN5	-0.220000
Q0WVX5	-0.280000
Q0WVZ7	-0.520000
Q0WW26	-0.310000
Q0WW53	-0.410000
Q0WW84	-0.700000
Q0WWE3	-0.010000
Q0WWT7	0.480000
Q0WWW9	-0.750000
Q147P9	0.400000
Q1EBV4	0.040000
Q1EBV7	-0.950000
Q1ECE0	0.420000
Q1G3I0	3.750000
Q1G3L2	-0.290000
Q1H537	-0.520000
Q1H583	1.070000
Q1H5C9	-0.720000
Q1JPL7	-0.460000
Q1JPM1	0.060000
Q1JPN7	-0.300000
Q1KPV0	-0.610000
Q1LYX4	0.220000
Q1PDV6	-0.620000
Q1PF50	0.250000
Q1WIQ6	-0.210000
Q208N7	-0.910000
Q24JN5	-0.720000
Q27GI3	-0.430000
Q29Q26	1.130000
Q29Q34	0.340000
Q2HIK4	-0.130000
Q2HIM4	-0.100000
Q2HIQ2	-0.750000
Q2HIR7	-0.720000
Q2HIU0	-0.160000
Q2PGG3	0.250000
Q2V2S7	0.000000
Q2V3Q0	0.220000
Q2V4P2	0.150000
Q304B9	-0.120000
Q37145	0.290000
Q38799	0.510000
Q38814	0.690000
Q38820	-0.260000
Q38833	-0.610000
Q38834	0.130000
Q38842	-1.020000
Q38845	-0.230000
Q38854	-0.130000
Q38857	0.030000
Q38858	-0.670000
Q38865	0.210000
Q38867	0.330000
Q38868	0.320000
Q38869	-0.530000
Q38871	0.000000
Q38872	1.920000
Q38873	0.280000
Q38879	1.560000
Q38882	-0.410000
Q38884	0.260000
Q38885	-0.940000
Q38890	-0.570000
Q38893	-0.230000
Q38896	0.250000
Q38900	0.890000
Q38906	0.370000
Q38910	1.080000
Q38922	-0.170000
Q38924	-0.030000
Q38929	0.110000
Q38931	0.230000
Q38932	-1.160000
Q38933	-0.320000
Q38935	-0.280000
Q38936	0.350000
Q38937	-0.030000
Q38942	0.160000
Q38945	-0.550000
Q38946	0.200000
Q38950	-0.490000
Q38951	0.520000
Q38953	-0.370000
Q38954	-1.050000
Q38955	-0.700000
Q38970	-0.210000
Q38997	-0.230000
Q39002	0.380000
Q39016	-0.110000
Q39023	-0.740000
Q39024	-0.350000
Q39026	1.270000
Q39033	-0.190000
Q39041	0.380000
Q39048	0.680000
Q39054	0.470000
Q39061	1.040000
Q39079	-2.300000
Q39085	0.080000
Q39096	-0.460000
Q39097	0.300000
Q39099	0.420000
Q39100	2.710000
Q39101	1.230000
Q39102	0.040000
Q39108	-0.220000
Q39129	0.250000
Q39131	0.440000
Q39132	2.260000
Q39141	3.040000
Q39142	1.690000
Q39160	-0.710000
Q39161	0.140000
Q39172	0.700000
Q39173	-0.200000
Q39189	-0.790000
Q39192	-0.860000
Q39196	0.790000
Q39211	-0.720000
Q39218	-0.530000
Q39219	-1.150000
Q39221	-0.340000
Q39222	-0.040000
Q39224	0.030000
Q39227	-0.140000
Q39228	-0.650000
Q39230	0.680000
Q39231	0.050000
Q39232	0.080000
Q39239	-0.100000
Q39241	0.650000
Q39243	0.410000
Q39247	0.090000
Q39249	-0.540000
Q39255	0.600000
Q39256	-4.430000
Q39258	0.590000
Q3E870	-0.440000
Q3E8H9	1.620000
Q3E902	0.340000
Q3EBE3	0.030000
Q3ECS3	1.480000
Q3EDF8	-0.370000
Q3MK94	-0.270000
Q41188	-0.790000
Q41916	1.410000
Q41931	0.360000
Q41932	-0.320000
Q41969	0.200000
Q42029	-0.060000
Q42044	1.470000
Q42064	-0.140000
Q42093	-0.400000
Q42112	0.160000
Q42134	0.380000
Q42139	-0.780000
Q42262	-0.290000
Q42290	0.190000
Q42328	1.240000
Q42340	-0.260000
Q42342	0.420000
Q42344	0.190000
Q42347	-0.160000
Q42351	1.130000
Q42384	-0.010000
Q42400	0.020000
Q42403	0.820000
Q42404	-0.740000
Q42406	0.700000
Q42418	0.600000
Q42449	0.820000
Q42472	-0.280000
Q42479	0.110000
Q42510	-0.840000
Q42512	0.570000
Q42521	0.290000
Q42522	0.790000
Q42523	0.370000
Q42524	0.930000
Q42525	-0.600000
Q42527	0.070000
Q42529	-0.470000
Q42533	0.570000
Q42534	1.330000
Q42536	-0.640000
Q42539	-0.160000
Q42545	0.330000
Q42546	-0.270000
Q42553	-0.060000
Q42560	0.620000
Q42561	0.000000
Q42564	-0.950000
Q42566	-0.190000
Q42572	0.040000
Q42586	0.250000
Q42589	1.560000
Q42592	0.820000
Q42593	-0.690000
Q42599	-0.200000
Q42600	-0.240000
Q42601	0.470000
Q42602	-0.710000
Q42605	0.420000
Q43127	0.180000
Q43128	0.910000
Q43291	0.430000
Q43292	-0.320000
Q43295	-1.000000
Q43307	-0.240000
Q43314	-0.240000
Q43315	0.350000
Q43316	0.740000
Q43386	0.600000
Q43387	1.930000
Q43727	-0.330000
Q43729	1.980000
Q43731	0.910000
Q43735	1.280000
Q43867	-0.770000
Q43870	-0.530000
Q494P3	-0.440000
Q494P4	-0.100000
Q4V3C9	-0.440000
Q4V3D1	-0.360000
Q4V3D3	1.100000
Q4V3D6	1.110000
Q4V3D9	-0.440000
Q501F7	-0.720000
Q501G7	-1.510000
Q52T38	0.140000
Q56WD9	0.330000
Q56WF8	1.080000
Q56WH4	0.340000
Q56WK6	0.270000
Q56WN1	0.650000
Q56X76	-0.050000
Q56XB0	0.150000
Q56XE2	-0.180000
Q56XE4	-0.360000
Q56XR7	-0.580000
Q56XV8	-0.330000
Q56Y11	-0.290000
Q56Y19	-0.460000
Q56Y42	-0.630000
Q56Y85	0.680000
Q56YA5	-0.710000
Q56YN8	-0.720000
Q56YR0	-0.500000
Q56YU0	0.540000
Q56YW9	0.440000
Q56Z59	0.550000
Q56ZI2	0.700000
Q56ZN6	-1.320000
Q56ZQ3	-0.680000
Q56ZZ7	0.180000
Q570B4	-0.150000
Q570C8	-0.630000
Q5EAH9	-0.220000
Q5G5E0	0.290000
Q5GM68	-0.470000
Q5HZ03	-0.210000
Q5M729	-0.170000
Q5M731	-0.410000
Q5QIT3	-1.060000
Q5S1W2	0.270000
Q5S2C4	-0.350000
Q5XEP2	-0.120000
Q5XEV6	-1.230000
Q5XF03	-0.180000
Q5XF06	-0.580000
Q5XF12	-0.340000
Q5XF33	-0.300000
Q5XF75	0.430000
Q5XF81	-0.040000
Q5XF82	1.150000
Q66GJ0	-0.870000
Q66GJ1	-1.310000
Q66GP5	-0.370000
Q66GP9	-0.180000
Q66GQ3	0.190000
Q66GR2	-0.040000
Q66GR6	0.150000
Q67XD6	-0.460000
Q67XD9	-0.450000
Q67YC9	0.030000
Q67YI9	-0.350000
Q67YL8	-1.440000
Q680A5	-0.160000
Q680K2	-0.650000
Q681K2	-0.580000
Q681Q7	-0.190000
Q681Y3	-0.170000
Q682E0	-0.270000
Q682I1	0.090000
Q682Q6	-0.020000
Q683F9	0.080000
Q6AWU6	0.230000
Q6AWX0	-0.650000
Q6AWX1	-0.300000
Q6DBF6	-1.680000
Q6DBH4	-0.230000
Q6DBI9	0.170000
Q6DYB5	-0.100000
Q6DYE4	-0.910000
Q6EVK6	-0.810000
Q6GKU7	-0.400000
Q6GKV1	-0.510000
Q6ICZ8	0.430000
Q6ID97	0.610000
Q6IDC7	-0.050000
Q6NKS4	-0.520000
Q6NKW9	-0.450000
Q6NL08	0.860000
Q6NL24	0.460000
Q6NLB0	-0.280000
Q6NLB6	-1.060000
Q6NLG7	-0.200000
Q6NLQ6	-0.250000
Q6NLQ7	-0.040000
Q6NM52	-0.190000
Q6NMA9	-0.120000
Q6NMC1	-0.890000
Q6NMH5	-1.260000
Q6NMI3	-1.170000
Q6NMK6	0.060000
Q6NMZ4	-0.680000
Q6NNH1	1.420000
Q6NPH1	0.910000
Q6NPL0	-0.220000
Q6NPR7	-1.060000
Q6NPS1	0.050000
Q6NQ66	0.630000
Q6NQ87	-0.440000
Q6NQA8	-2.180000
Q6NQE2	0.090000
Q6NQG3	-0.220000
Q6NQJ6	-0.850000
Q6NQK8	0.140000
Q6NQL4	-0.020000
Q6NQM0	-0.010000
Q6Q1P4	-0.660000
Q6R3K6	-0.060000
Q6R8G2	-0.090000
Q6STH5	-0.540000
Q6TBX7	-0.620000
Q6WWW4	-0.130000
Q6XJG8	-0.240000
Q6ZY51	-0.620000
Q70DU8	0.390000
Q70E96	-0.510000
Q75W54	0.150000
Q76FS5	-0.820000
Q7DLG4	-0.180000
Q7DLR9	0.490000
Q7DLS1	0.200000
Q7DMA9	-0.250000
Q7G192	0.150000
Q7G193	-0.180000
Q7PC79	-0.700000
Q7PC84	0.860000
Q7PC86	1.230000
Q7PC87	0.770000
Q7X659	-0.540000
Q7XA63	-0.620000
Q7XA74	0.330000
Q7XBQ8	-0.300000
Q7XJJ7	-0.120000
Q7XZU0	-0.430000
Q7XZU3	0.120000
Q7Y175	-0.500000
Q7Y1W1	-0.270000
Q7Y208	-0.600000
Q7Y231	-0.080000
Q7Y232	0.810000
Q84J81	-0.110000
Q84JB7	-0.500000
Q84JF2	0.070000
Q84JF5	0.440000
Q84JF7	-0.210000
Q84JK1	-0.100000
Q84JM6	-0.180000
Q84JU4	-0.570000
Q84JW0	-0.310000
Q84JW1	-0.190000
Q84K16	-0.470000
Q84K25	-1.110000
Q84K35	-0.400000
Q84K38	-0.550000
Q84K47	0.710000
Q84K72	-0.030000
Q84K82	-0.070000
Q84K90	-0.690000
Q84L30	-0.410000
Q84L31	0.300000
Q84L32	0.280000
Q84L33	0.120000
Q84M90	-0.310000
Q84M92	-0.390000
Q84M96	0.930000
Q84MB1	0.610000
Q84MB6	-0.270000
Q84MC0	-0.460000
Q84MC2	-0.050000
Q84MD7	-0.090000
Q84MD8	2.080000
Q84N64	-0.960000
Q84ND9	-0.240000
Q84P21	-0.990000
Q84P23	-0.150000
Q84TD7	0.190000
Q84TF0	-0.040000
Q84TF6	0.790000
Q84TI2	-0.270000
Q84VQ3	-0.370000
Q84VQ4	-0.060000
Q84VW9	-0.140000
Q84VZ6	-0.550000
Q84W11	1.570000
Q84W12	-0.300000
Q84W22	-0.790000
Q84W43	0.510000
Q84W56	0.510000
Q84W65	-0.130000
Q84W89	-0.290000
Q84W92	-0.330000
Q84WJ9	0.190000
Q84WK5	0.320000
Q84WM9	1.910000
Q84WN0	-0.310000
Q84WS0	1.550000
Q84WT8	0.360000
Q84WU5	-0.910000
Q84WU8	-0.690000
Q84WV1	0.390000
Q84WW2	0.240000
Q84XU2	-0.210000
Q8GRL7	-0.110000
Q8GRX1	0.920000
Q8GRX2	0.490000
Q8GS60	0.000000
Q8GSA7	0.310000
Q8GSG8	-0.170000
Q8GSJ1	-0.320000
Q8GTR4	-0.470000
Q8GUG7	-0.210000
Q8GUH5	-0.280000
Q8GUI4	0.750000
Q8GUK4	-1.560000
Q8GUK5	-0.040000
Q8GUL2	-0.810000
Q8GUL8	0.340000
Q8GUM2	-0.100000
Q8GUM4	-0.230000
Q8GUN2	0.630000
Q8GUN7	-0.090000
Q8GUP3	-0.460000
Q8GUQ8	-0.070000
Q8GW20	-0.800000
Q8GW48	1.520000
Q8GW53	0.110000
Q8GW56	-0.360000
Q8GW72	-0.360000
Q8GW78	0.270000
Q8GWB7	-1.150000
Q8GWC7	-0.780000
Q8GWE0	-0.570000
Q8GWE1	0.740000
Q8GWH3	-0.990000
Q8GWK5	0.290000
Q8GWP4	0.770000
Q8GWP5	-0.290000
Q8GWS0	0.130000
Q8GWT4	-0.170000
Q8GWU0	0.090000
Q8GWW8	0.960000
Q8GXB7	0.140000
Q8GXG9	0.180000
Q8GXK1	-0.480000
Q8GXR5	0.480000
Q8GXR9	-0.340000
Q8GXS3	-0.720000
Q8GXU7	0.480000
Q8GXU8	-0.150000
Q8GXW8	-0.370000
Q8GXX7	-0.890000
Q8GY23	-0.460000
Q8GY46	-0.310000
Q8GY91	-0.140000
Q8GYA4	-0.210000
Q8GYB8	0.620000
Q8GYC7	-1.610000
Q8GYH9	0.070000
Q8GYI4	-0.210000
Q8GYI7	-0.010000
Q8GYL5	0.540000
Q8GYM1	1.120000
Q8GYN5	0.760000
Q8GYN9	-0.720000
Q8GYX8	0.380000
Q8GYZ0	-0.090000
Q8GZ29	0.630000
Q8GZ81	-1.310000
Q8GZ87	0.530000
Q8GZ99	0.260000
Q8GZA4	-0.480000
Q8GZQ3	-0.160000
Q8H0S3	0.340000
Q8H0S9	-0.160000
Q8H0T4	-0.590000
Q8H0U2	0.310000
Q8H0U3	-0.430000
Q8H0U4	-0.330000
Q8H0U5	-0.550000
Q8H0V5	-0.300000
Q8H0V6	-0.100000
Q8H0W0	-0.640000
Q8H0W4	-0.260000
Q8H0X6	1.030000
Q8H0Y1	0.810000
Q8H0Z0	-0.280000
Q8H103	-0.230000
Q8H104	-0.460000
Q8H107	-0.300000
Q8H110	-0.550000
Q8H112	-0.790000
Q8H114	0.120000
Q8H118	-0.870000
Q8H121	0.580000
Q8H124	0.130000
Q8H126	0.760000
Q8H136	-0.420000
Q8H148	-0.990000
Q8H151	0.210000
Q8H166	-0.010000
Q8H183	-0.280000
Q8H185	-0.080000
Q8H1E2	0.050000
Q8H1F0	-0.970000
Q8H1F4	-0.200000
Q8H1G6	-0.270000
Q8H1Q2	0.420000
Q8H1S4	-0.050000
Q8H1Y0	-0.410000
Q8H1Z0	-0.300000
Q8H7F6	-0.450000
Q8L3W1	-0.140000
Q8L3X8	-0.040000
Q8L466	0.010000
Q8L475	0.120000
