#proteinID	FLT_vs_GC
Q9FJL3	0.180000
Q9FJN8	-0.290000
Q9FJP0	0.520000
Q9FJP3	0.190000
Q9FJR0	-0.460000
Q9FJS1	1.520000
Q9FJT8	0.000000
Q9FJU9	-0.360000
Q9FJW0	-0.550000
Q9FJW4	0.640000
Q9FJX2	-0.380000
Q9FJX3	-0.340000
Q9FJY1	0.330000
Q9FJY6	-0.270000
Q9FJZ7	-0.450000
Q9FJZ9	1.720000
Q9FK05	-0.380000
Q9FK25	0.840000
Q9FK35	0.490000
Q9FK68	-0.300000
Q9FK75	1.050000
Q9FK81	-1.240000
Q9FK88	-0.280000
Q9FKA3	0.140000
Q9FKA4	1.490000
Q9FKA5	-1.010000
Q9FKB3	1.090000
Q9FKB7	-0.310000
Q9FKC0	-0.370000
Q9FKE9	-0.470000
Q9FKG3	-0.600000
Q9FKH6	0.830000
Q9FKI0	-0.290000
Q9FKI4	0.490000
Q9FKJ4	1.520000
Q9FKK7	0.340000
Q9FKM4	-0.220000
Q9FKN5	-0.060000
Q9FKS0	-0.520000
Q9FKS5	0.440000
Q9FKT1	0.630000
Q9FKT5	-0.040000
Q9FKU8	-0.480000
Q9FKU9	-0.600000
Q9FKV6	0.290000
Q9FKV9	-0.280000
Q9FKW4	-0.100000
Q9FKW5	0.120000
Q9FKW6	0.220000
Q9FKX3	0.220000
Q9FL12	-0.290000
Q9FL37	0.610000
Q9FL44	0.290000
Q9FL69	0.510000
Q9FL96	-0.020000
Q9FLC0	-0.370000
Q9FLF0	0.530000
Q9FLG1	0.770000
Q9FLG8	-0.310000
Q9FLH0	-0.590000
Q9FLH2	0.230000
Q9FLH8	0.040000
Q9FLI4	0.220000
Q9FLI7	0.360000
Q9FLK9	-0.770000
Q9FLM4	0.080000
Q9FLN4	0.230000
Q9FLP0	0.420000
Q9FLP3	-0.350000
Q9FLQ4	-0.330000
Q9FLS8	-0.830000
Q9FLT0	0.550000
Q9FLT9	0.080000
Q9FLW0	-0.310000
Q9FLW9	0.880000
Q9FLX7	-0.180000
Q9FLY5	-0.960000
Q9FM01	-0.210000
Q9FM04	-0.290000
Q9FM11	0.050000
Q9FM19	-0.510000
Q9FM47	-0.120000
Q9FM54	0.600000
Q9FM65	1.220000
Q9FM77	0.590000
Q9FM85	0.520000
Q9FM96	-0.540000
Q9FM97	0.940000
Q9FMA3	-0.710000
Q9FMB1	0.040000
Q9FMC7	-0.440000
Q9FMD5	-0.070000
Q9FMD7	0.500000
Q9FME2	2.100000
Q9FME9	0.400000
Q9FMF1	-0.340000
Q9FMF5	0.350000
Q9FMF7	0.120000
Q9FMF8	-1.520000
Q9FMF9	-0.220000
Q9FMG4	-1.230000
Q9FMH8	0.950000
Q9FMI7	0.460000
Q9FMI8	-0.290000
Q9FMK9	-0.320000
Q9FMM3	-0.330000
Q9FMN0	0.350000
Q9FMN2	0.130000
Q9FMN4	0.620000
Q9FMP3	-0.090000
Q9FMR5	-0.140000
Q9FMR9	-0.390000
Q9FMS0	-0.060000
Q9FMT1	-2.330000
Q9FMT4	-1.220000
Q9FMT8	-0.110000
Q9FMU6	-0.420000
Q9FMV5	-0.440000
Q9FMX0	0.310000
Q9FN02	-0.380000
Q9FN03	-0.510000
Q9FN08	0.320000
Q9FN15	-0.230000
Q9FN21	-0.110000
Q9FN42	-0.070000
Q9FN48	-0.480000
Q9FN50	-1.260000
Q9FN52	-2.480000
Q9FN89	-0.330000
Q9FNA0	-0.250000
Q9FNA1	-0.700000
Q9FNA3	-0.080000
Q9FNB0	-0.140000
Q9FNC4	-0.780000
Q9FNC9	-0.510000
Q9FND9	-0.320000
Q9FNF2	-0.490000
Q9FNF6	0.500000
Q9FNH6	0.790000
Q9FNK4	0.190000
Q9FNM5	-0.420000
Q9FNM7	-0.360000
Q9FNN0	1.110000
Q9FNN1	0.050000
Q9FNN2	0.370000
Q9FNN5	0.310000
Q9FNP8	0.410000
Q9FNX5	-0.530000
Q9FPE4	0.510000
Q9FPF0	0.580000
Q9FPH2	-1.240000
Q9FPH3	0.150000
Q9FPJ4	1.460000
Q9FPJ8	-0.220000
Q9FPS3	-0.550000
Q9FPT1	-0.120000
Q9FQ03	-1.090000
Q9FR37	0.070000
Q9FR44	0.550000
Q9FRL3	-0.120000
Q9FRL8	0.340000
Q9FT52	0.430000
Q9FT77	-0.710000
Q9FT97	0.270000
Q9FUP0	-0.770000
Q9FUS6	-0.590000
Q9FUS8	0.780000
Q9FUS9	-0.610000
Q9FUZ2	-0.950000
Q9FV49	-0.120000
Q9FV50	-0.330000
Q9FV52	0.110000
Q9FV53	-0.220000
Q9FV81	-0.250000
Q9FVC8	0.090000
Q9FVE6	0.040000
Q9FVP6	-0.230000
Q9FVQ1	-0.500000
Q9FVR1	-0.270000
Q9FVR6	-0.580000
Q9FVR9	0.200000
Q9FVT2	0.970000
Q9FVU0	-0.790000
Q9FVV7	-0.250000
Q9FVW3	0.120000
Q9FW48	-0.340000
Q9FWA3	-0.050000
Q9FWR4	0.610000
Q9FWR5	-1.120000
Q9FWS4	0.750000
Q9FWT4	-0.400000
Q9FWX7	0.170000
Q9FX08	0.230000
Q9FX21	-0.490000
Q9FX45	-0.130000
Q9FX54	0.370000
Q9FX60	0.060000
Q9FX93	0.190000
Q9FX94	0.110000
Q9FX99	-1.400000
Q9FXA0	0.030000
Q9FXA1	-1.230000
Q9FXA2	0.660000
Q9FXA8	-0.320000
Q9FXB0	-0.310000
Q9FXB5	-0.870000
Q9FXD4	0.280000
Q9FXD8	0.430000
Q9FXE5	-0.350000
Q9FXH1	-0.710000
Q9FXH3	-0.630000
Q9FXI5	0.840000
Q9FXT6	-0.210000
Q9FY49	-0.210000
Q9FY50	1.420000
Q9FY61	-0.490000
Q9FY71	1.180000
Q9FY89	1.140000
Q9FY99	0.000000
Q9FYA6	-0.170000
Q9FYC2	-1.070000
Q9FYC4	-0.230000
Q9FYG2	-0.630000
Q9FYH8	-0.140000
Q9FYK3	-0.020000
Q9FYL3	-0.830000
Q9FYR6	0.310000
Q9FZ24	-0.970000
Q9FZ27	0.430000
Q9FZ33	-0.470000
Q9FZ42	1.840000
Q9FZ43	0.420000
Q9FZ47	-0.450000
Q9FZ48	-0.080000
Q9FZ76	0.330000
Q9FZ80	-1.930000
Q9FZ87	0.810000
Q9FZ89	-0.560000
Q9FZA2	0.470000
Q9FZC4	-1.590000
Q9FZC5	0.430000
Q9FZE1	-0.200000
Q9FZI4	-1.050000
Q9FZK4	1.530000
Q9FZK5	-0.840000
Q9LD28	0.260000
Q9LD43	0.240000
Q9LD55	0.540000
Q9LD57	-0.190000
Q9LD90	0.130000
Q9LDA4	-2.180000
Q9LDA7	0.810000
Q9LDB4	0.390000
Q9LDD5	-0.210000
Q9LDD8	0.400000
Q9LDI9	-0.160000
Q9LDN6	0.680000
Q9LDN9	-1.900000
Q9LDV4	-0.120000
Q9LDY5	-1.050000
Q9LDZ0	0.040000
Q9LE06	-3.360000
Q9LE22	0.550000
Q9LE82	-0.420000
Q9LEQ9	1.250000
Q9LER7	1.240000
Q9LES2	-0.580000
Q9LEU5	-0.270000
Q9LEU8	0.420000
Q9LEV3	0.180000
Q9LEW8	-0.200000
Q9LEX1	-0.130000
Q9LEY9	-0.040000
Q9LF04	0.430000
Q9LF27	-0.040000
Q9LF30	0.450000
Q9LF33	0.210000
Q9LF34	-0.450000
Q9LF37	-0.050000
Q9LF41	-0.350000
Q9LF46	0.240000
Q9LF61	-0.590000
Q9LF68	0.100000
Q9LF79	0.220000
Q9LF88	2.530000
Q9LF97	0.680000
Q9LF98	0.760000
Q9LF99	1.110000
Q9LFA3	0.360000
Q9LFA4	-0.400000
Q9LFB2	-0.740000
Q9LFB5	-0.290000
Q9LFD5	0.760000
Q9LFE4	0.660000
Q9LFF1	-0.180000
Q9LFF6	0.300000
Q9LFG2	-0.040000
Q9LFG3	0.190000
Q9LFH0	-0.060000
Q9LFH1	-1.340000
Q9LFH5	0.790000
Q9LFJ8	-0.320000
Q9LFM4	-0.480000
Q9LFN6	0.020000
Q9LFR3	0.150000
Q9LFS0	0.110000
Q9LFU1	-0.070000
Q9LFW1	0.330000
Q9LFX3	-0.010000
Q9LFX8	-0.120000
Q9LH52	-0.340000
Q9LHA3	-0.910000
Q9LHA6	-0.970000
Q9LHA7	1.100000
Q9LHA8	0.660000
Q9LHB9	0.690000
Q9LHD9	-0.960000
Q9LHE5	-0.460000
Q9LHE7	0.850000
Q9LHF0	-0.400000
Q9LHF1	-2.100000
Q9LHG0	-0.080000
Q9LHG9	1.740000
Q9LHH3	-1.030000
Q9LHH7	0.230000
Q9LHK1	0.320000
Q9LHL7	0.610000
Q9LHP1	-0.330000
Q9LHP2	-0.830000
Q9LHQ5	0.410000
Q9LHS0	0.420000
Q9LHS5	-0.370000
Q9LHT0	-0.090000
Q9LI73	0.530000
Q9LI77	0.110000
Q9LI83	0.550000
Q9LI88	-0.390000
Q9LIA2	-0.600000
Q9LIA8	-0.180000
Q9LIB2	-0.180000
Q9LIB3	-0.660000
Q9LIC2	-0.640000
Q9LIE5	-1.160000
Q9LIF8	1.630000
Q9LIF9	3.570000
Q9LIG6	-0.020000
Q9LIH9	-0.280000
Q9LIK0	-0.450000
Q9LIK9	-1.090000
Q9LIL3	-0.120000
Q9LIL4	-0.160000
Q9LIM9	0.470000
Q9LIN0	-0.310000
Q9LIN3	-0.470000
Q9LIN5	0.590000
Q9LIP2	-0.360000
Q9LIP5	0.130000
Q9LIP6	0.090000
Q9LIR4	0.470000
Q9LIR6	-0.440000
Q9LJ65	0.160000
Q9LJ72	-0.290000
Q9LJ87	-0.610000
Q9LJ94	-0.990000
Q9LJ98	0.470000
Q9LJD8	-0.280000
Q9LJE2	-0.220000
Q9LJE4	-0.120000
Q9LJG3	-1.360000
Q9LJH8	-0.180000
Q9LJI5	-0.400000
Q9LJK5	-0.130000
Q9LJL3	-0.230000
Q9LJN4	0.030000
Q9LJN8	0.000000
Q9LJP2	1.300000
Q9LJR2	-1.470000
Q9LJV8	-0.670000
Q9LJW6	0.980000
Q9LJX0	-0.100000
Q9LJX4	-0.230000
Q9LJX8	1.080000
Q9LK22	0.260000
Q9LK23	0.050000
Q9LK29	-1.270000
Q9LK35	0.200000
Q9LK36	-0.100000
Q9LK43	0.390000
Q9LK47	-0.360000
Q9LK52	0.180000
Q9LK57	-0.550000
Q9LK61	-0.570000
Q9LK64	-0.520000
Q9LK72	-2.170000
Q9LK73	0.230000
Q9LK88	0.060000
Q9LK94	-0.580000
Q9LK96	0.130000
Q9LK99	-0.250000
Q9LKA4	-0.370000
Q9LKA5	-0.450000
Q9LKB2	0.100000
Q9LKB4	-0.080000
Q9LKF9	-0.620000
Q9LKJ1	-0.260000
Q9LKR3	-0.240000
Q9LKR8	-0.280000
Q9LKU2	0.020000
Q9LKU3	-0.780000
Q9LKV3	-0.790000
Q9LLC1	0.120000
Q9LLL8	0.010000
Q9LM02	0.510000
Q9LM25	-0.830000
Q9LM33	-0.570000
Q9LM40	-1.070000
Q9LM66	0.050000
Q9LM71	0.260000
Q9LM76	0.250000
Q9LM78	-0.860000
Q9LM92	-0.010000
Q9LM93	-0.600000
Q9LMC9	0.810000
Q9LME4	1.170000
Q9LMF0	-0.080000
Q9LMG7	-1.020000
Q9LMH0	-0.730000
Q9LMI0	-0.270000
Q9LMJ7	0.210000
Q9LMK0	0.500000
Q9LMK7	0.790000
Q9LML6	-0.360000
Q9LMM0	0.160000
Q9LMN4	0.280000
Q9LMP1	-0.650000
Q9LMQ2	-1.650000
Q9LMR1	0.920000
Q9LMR3	-0.330000
Q9LMT6	-0.180000
Q9LMU2	0.490000
Q9LMX6	0.170000
Q9LMX8	0.580000
Q9LN62	-0.820000
Q9LNB6	0.340000
Q9LNC5	-0.360000
Q9LNC6	-0.690000
Q9LNE6	-0.470000
Q9LNH6	-0.120000
Q9LNJ3	0.200000
Q9LNN0	-0.040000
Q9LNN2	0.650000
Q9LNP3	0.490000
Q9LNQ4	-0.030000
Q9LNQ6	0.140000
Q9LNU4	0.240000
Q9LP45	0.340000
Q9LP53	0.940000
Q9LP77	-0.200000
Q9LPC5	-0.930000
Q9LPE9	0.660000
Q9LPG6	-0.350000
Q9LPJ1	-0.850000
Q9LPK9	0.180000
Q9LPL6	0.950000
Q9LPL8	-0.390000
Q9LPR4	-0.030000
Q9LPT6	-0.720000
Q9LPU1	-0.530000
Q9LPU3	-0.120000
Q9LPU5	1.120000
Q9LPU8	0.640000
Q9LPV8	0.120000
Q9LPZ1	0.050000
Q9LPZ9	-0.780000
Q9LQ04	0.060000
Q9LQ31	0.790000
Q9LQ55	-0.310000
Q9LQ73	-0.300000
Q9LQ96	-0.420000
Q9LQF2	0.530000
Q9LQI9	-0.520000
Q9LQK0	-0.280000
Q9LQK7	-0.570000
Q9LQL0	0.270000
Q9LQP1	2.030000
Q9LQQ3	0.360000
Q9LQQ4	-0.690000
Q9LQR8	-0.160000
Q9LQU7	-0.840000
Q9LR30	-0.350000
Q9LR44	0.370000
Q9LR64	-0.700000
Q9LR75	-0.160000
Q9LRA7	0.450000
Q9LRJ9	0.550000
Q9LRN0	-0.670000
Q9LRP1	0.010000
Q9LRP3	0.230000
Q9LRP6	-0.600000
Q9LRR9	-0.370000
Q9LRS0	-0.300000
Q9LRX8	-0.410000
Q9LRZ0	0.610000
Q9LS01	-0.450000
Q9LS02	-0.660000
Q9LS03	-1.370000
Q9LS25	0.560000
Q9LS26	0.880000
Q9LS40	0.910000
Q9LS42	-0.710000
Q9LS48	-0.940000
Q9LS51	-0.400000
Q9LS94	0.230000
Q9LS97	-0.070000
Q9LSA3	1.400000
Q9LSB4	0.800000
Q9LSC2	-0.380000
Q9LSE7	-0.410000
Q9LSG3	-0.850000
Q9LSI9	0.040000
Q9LSP5	0.240000
Q9LSP8	-1.000000
Q9LSQ4	0.170000
Q9LSQ5	0.280000
Q9LST0	0.050000
Q9LSU9	-0.010000
Q9LSV0	0.380000
Q9LSY5	-0.340000
Q9LSY7	0.400000
Q9LSY9	-0.390000
Q9LT02	-0.400000
Q9LT08	0.170000
Q9LT31	0.320000
Q9LT39	-0.290000
Q9LT69	0.440000
Q9LT75	-0.430000
Q9LT77	0.200000
Q9LT78	0.950000
Q9LT92	-0.160000
Q9LTB2	-0.150000
Q9LTF2	0.320000
Q9LTH7	-0.130000
Q9LTI3	-1.100000
Q9LTM0	0.110000
Q9LTM3	-0.580000
Q9LTM4	-0.890000
Q9LTR2	-0.390000
Q9LTR8	-0.030000
Q9LTR9	0.060000
Q9LTS6	-0.490000
Q9LTT8	0.240000
Q9LTV6	-0.550000
Q9LTW0	-0.690000
Q9LTW4	0.320000
Q9LTW8	0.010000
Q9LTX2	-1.430000
Q9LTX3	-0.240000
Q9LTX7	-0.600000
Q9LTX9	0.410000
Q9LU01	-1.180000
Q9LU05	1.900000
Q9LU14	-1.020000
Q9LU39	-0.600000
Q9LU40	-1.010000
Q9LU41	-0.040000
Q9LU64	0.050000
Q9LU74	-0.400000
Q9LU85	-0.840000
Q9LU86	0.070000
Q9LU97	0.070000
Q9LUB2	-0.120000
Q9LUC5	-0.360000
Q9LUC9	-0.130000
Q9LUD2	-0.170000
Q9LUD4	-0.360000
Q9LUG1	-0.550000
Q9LUH2	0.080000
Q9LUJ5	0.370000
Q9LUJ7	1.080000
Q9LUL4	-0.620000
Q9LUQ6	-1.050000
Q9LUT0	1.060000
Q9LUT2	0.470000
Q9LUV2	0.760000
Q9LUW5	-0.780000
Q9LUX9	1.230000
Q9LV03	-0.080000
Q9LV09	0.190000
Q9LV10	-0.320000
Q9LV11	0.990000
Q9LV21	0.110000
Q9LV28	-0.160000
Q9LV33	0.270000
Q9LV35	0.220000
Q9LV48	0.490000
Q9LV60	0.670000
Q9LV65	0.840000
Q9LV66	0.320000
Q9LV77	0.300000
Q9LV90	0.410000
Q9LV91	0.780000
Q9LVA0	0.060000
Q9LVA4	0.010000
Q9LVA9	-0.380000
Q9LVC5	-0.210000
Q9LVC9	1.040000
Q9LVD0	0.090000
Q9LVD9	-0.670000
Q9LVE0	-0.600000
Q9LVH6	-0.310000
Q9LVI6	-0.240000
Q9LVI8	-0.200000
Q9LVI9	0.330000
Q9LVJ1	0.260000
Q9LVK6	-0.260000
Q9LVL2	-1.390000
Q9LVM1	-0.100000
Q9LVM2	-0.310000
Q9LVM3	-0.970000
Q9LVM5	-0.510000
Q9LVP5	0.080000
Q9LVQ4	1.010000
Q9LVQ8	0.000000
Q9LVT8	0.120000
Q9LVU1	-0.420000
Q9LVV5	0.130000
Q9LVV6	-0.220000
Q9LVW7	0.480000
Q9LVY0	0.000000
Q9LVY1	0.050000
Q9LVZ8	-0.200000
Q9LW00	-0.840000
Q9LW08	-0.260000
Q9LW11	-0.520000
Q9LW12	3.200000
Q9LW15	0.370000
Q9LW17	-0.090000
Q9LW20	-0.300000
Q9LW27	-1.220000
Q9LW34	0.330000
Q9LW35	0.370000
Q9LW57	-0.910000
Q9LW66	0.160000
Q9LW76	-0.590000
Q9LW85	-0.920000
Q9LX13	0.180000
Q9LX31	-0.330000
Q9LX34	2.120000
Q9LX65	-0.030000
Q9LX66	-0.040000
Q9LX88	1.370000
Q9LX99	-0.580000
Q9LXA8	0.270000
Q9LXB3	-0.770000
Q9LXC0	-0.290000
Q9LXC6	-0.550000
Q9LXC9	0.460000
Q9LXG1	-0.280000
Q9LXG3	1.620000
Q9LXJ0	-0.290000
Q9LXJ2	1.420000
Q9LXM8	4.750000
Q9LXP4	0.840000
Q9LXQ2	0.510000
Q9LXR8	-0.880000
Q9LXS6	-0.220000
Q9LXT3	0.490000
Q9LXT5	-0.370000
Q9LXU4	0.410000
Q9LXU5	0.450000
Q9LXV0	-0.500000
Q9LXV3	-0.130000
Q9LXX5	0.620000
Q9LXX7	-0.860000
Q9LXZ4	-0.230000
Q9LXZ7	-0.250000
Q9LY14	-0.130000
Q9LY15	-1.630000
Q9LY23	0.110000
Q9LY31	-0.180000
Q9LY66	0.810000
Q9LY74	0.080000
Q9LY75	-1.020000
Q9LY84	0.530000
Q9LY87	0.120000
Q9LYA9	-0.240000
Q9LYB4	-0.270000
Q9LYC7	2.010000
Q9LYE7	0.190000
Q9LYF0	0.000000
Q9LYF8	-0.590000
Q9LYG2	0.390000
Q9LYG3	-0.550000
Q9LYI4	-0.210000
Q9LYK8	2.170000
Q9LYK9	-0.390000
Q9LYN2	2.270000
Q9LYR4	0.290000
Q9LYR5	-0.610000
Q9LYS0	-0.100000
Q9LYS5	-0.270000
Q9LYT5	-0.790000
Q9LYT7	-2.370000
Q9LYU8	-0.350000
Q9LYU9	0.190000
Q9LYV6	0.500000
Q9LYW9	-0.310000
Q9LYZ6	-0.830000
Q9LZ06	-0.160000
Q9LZ08	0.410000
Q9LZ23	0.160000
Q9LZ26	-0.190000
Q9LZ41	-0.640000
Q9LZ45	0.020000
Q9LZ46	-0.280000
Q9LZ57	0.710000
Q9LZ66	0.190000
Q9LZ71	-0.510000
Q9LZ72	0.310000
Q9LZ82	0.730000
Q9LZ83	-0.250000
Q9LZB8	-0.570000
Q9LZD4	0.320000
Q9LZE0	-0.510000
Q9LZE4	0.710000
Q9LZF2	-0.130000
Q9LZF5	-2.000000
Q9LZF6	0.440000
Q9LZG0	-0.440000
Q9LZG7	0.160000
Q9LZH9	0.940000
Q9LZI2	0.090000
Q9LZI3	0.980000
Q9LZJ5	-0.660000
Q9LZK5	-0.560000
Q9LZP9	-1.090000
Q9LZQ4	-0.190000
Q9LZQ9	-0.410000
Q9LZR5	0.200000
Q9LZS3	-0.560000
Q9LZS7	0.810000
Q9LZT0	0.380000
Q9LZV4	-1.190000
Q9LZW6	-0.270000
Q9LZX1	-0.290000
Q9LZX4	-0.290000
Q9LZX6	0.160000
Q9LZX8	-0.670000
Q9M024	-0.650000
Q9M028	0.330000
Q9M034	-0.050000
Q9M060	0.320000
Q9M076	-0.060000
Q9M081	-0.440000
Q9M084	0.100000
Q9M088	0.420000
Q9M098	-0.320000
Q9M099	0.070000
Q9M0A0	-0.310000
Q9M0A5	-0.320000
Q9M0A7	-0.780000
Q9M0B2	0.190000
Q9M0D5	1.190000
Q9M0E2	0.870000
Q9M0F4	0.450000
Q9M0F5	0.250000
Q9M0F9	-0.630000
Q9M0G0	0.060000
Q9M0I6	-0.470000
Q9M0M4	-0.590000
Q9M0N1	-0.410000
Q9M0R2	-0.120000
Q9M0R3	-0.380000
Q9M0S5	-0.180000
Q9M0V5	0.460000
Q9M0V6	0.250000
Q9M0X9	-0.110000
Q9M0Y6	-0.770000
Q9M0Y8	-0.270000
Q9M0Z3	-0.570000
Q9M0Z6	-0.090000
Q9M101	-0.630000
Q9M153	-0.140000
Q9M156	-0.380000
Q9M158	-0.900000
Q9M1C2	-0.040000
Q9M1D0	0.300000
Q9M1E7	0.470000
Q9M1G8	-1.610000
Q9M1H3	-0.150000
Q9M1J1	-0.650000
Q9M1J6	0.150000
Q9M1J7	0.440000
Q9M1Q0	-0.460000
Q9M1Q9	-0.430000
Q9M1R1	-0.090000
Q9M1S4	-0.260000
Q9M1W4	-0.220000
Q9M1X0	0.160000
Q9M1X2	0.180000
Q9M1X3	-0.980000
Q9M1X8	-0.170000
Q9M1Y7	-0.060000
Q9M1Z2	-0.240000
Q9M209	-0.260000
Q9M214	0.430000
Q9M236	-0.160000
Q9M266	-0.310000
Q9M287	-0.790000
Q9M292	0.080000
Q9M2B4	-0.340000
Q9M2B9	0.860000
Q9M2D8	1.110000
Q9M2E0	0.050000
Q9M2F1	0.200000
Q9M2F9	0.590000
Q9M2G1	2.430000
Q9M2L4	-0.270000
Q9M2L5	-0.450000
Q9M2M5	-0.050000
Q9M2N5	-0.430000
Q9M2T6	0.790000
Q9M2T9	-0.550000
Q9M2U5	0.840000
Q9M2U7	0.350000
Q9M2V1	-0.480000
Q9M2W2	-0.590000
Q9M2X8	-0.070000
Q9M2Y6	0.040000
Q9M2Z4	-0.570000
Q9M2Z8	-1.460000
Q9M304	-0.790000
Q9M314	0.130000
Q9M328	0.310000
Q9M330	-0.060000
Q9M336	0.350000
Q9M338	-0.160000
Q9M339	0.450000
Q9M352	0.480000
Q9M354	0.580000
Q9M356	-0.080000
Q9M376	0.130000
Q9M385	-0.360000
Q9M390	0.070000
Q9M391	-0.120000
Q9M394	0.440000
Q9M3A8	-0.360000
Q9M3B9	-0.650000
Q9M3C3	1.380000
Q9M3C6	-0.380000
Q9M3H5	-0.910000
Q9M4B5	-0.460000
Q9M5J8	0.040000
Q9M5J9	0.720000
Q9M5K2	0.430000
Q9M5K3	0.340000
Q9M5P2	-0.310000
Q9M651	-0.130000
Q9M667	-0.840000
Q9M7Q7	1.420000
Q9M7T0	1.170000
Q9M7X9	-0.180000
Q9M7Z1	1.790000
Q9M817	-0.550000
Q9M876	-0.030000
Q9M879	-0.170000
Q9M885	0.970000
Q9M888	-0.140000
Q9M892	2.640000
Q9M895	-0.790000
Q9M8D3	-0.080000
Q9M8K7	1.110000
Q9M8L6	-0.210000
Q9M8M7	0.220000
Q9M8R6	2.160000
Q9M8R7	-0.230000
Q9M8R9	0.260000
Q9M8T0	0.550000
Q9M8X9	-0.750000
Q9M8Z7	-0.120000
Q9M9E0	-0.220000
Q9M9E1	-2.340000
Q9M9E8	-0.480000
Q9M9H6	-0.340000
Q9M9K1	0.400000
Q9M9M7	-3.480000
Q9M9M9	-0.300000
Q9M9P3	0.130000
Q9M9P5	0.450000
Q9M9Q6	-0.400000
Q9M9S3	-0.050000
Q9M9T2	-0.380000
Q9M9V7	0.280000
Q9M9W1	0.830000
Q9M9W5	-0.200000
Q9M9Y8	-0.410000
Q9MA15	-1.060000
Q9MA55	-0.040000
Q9MA62	-0.230000
Q9MA75	-0.040000
Q9MA79	0.520000
Q9MA96	-0.650000
Q9MAA1	-0.310000
Q9MAB3	-0.310000
Q9MAB4	-0.110000
Q9MAC8	-0.620000
Q9MAH0	0.110000
Q9MAH3	-0.370000
Q9MAK9	-0.370000
Q9MAL9	-0.160000
Q9MAP3	0.590000
Q9MAP7	0.950000
Q9MAQ0	-0.920000
Q9MAR2	0.460000
Q9MAS9	0.970000
Q9MAT0	0.140000
Q9MAT3	-0.770000
Q9MAT5	0.090000
Q9MAU6	-0.060000
Q9MB58	-0.210000
Q9MBA1	0.410000
Q9MBA2	-0.450000
Q9MBH1	-0.060000
Q9MBH2	-0.310000
Q9S6Z7	-0.580000
Q9S713	-1.220000
Q9S714	-1.260000
Q9S720	1.850000
Q9S726	0.100000
Q9S752	0.900000
Q9S756	1.180000
Q9S757	0.120000
Q9S762	-0.200000
Q9S791	0.220000
Q9S7A3	-0.210000
Q9S7B5	0.250000
Q9S7C0	-0.220000
Q9S7D2	-0.130000
Q9S7D8	-1.280000
Q9S7E4	-0.100000
Q9S7E9	-0.710000
Q9S7G6	0.060000
Q9S7H1	1.690000
Q9S7H4	-0.120000
Q9S7I3	2.040000
Q9S7L9	0.880000
Q9S7M0	-0.830000
Q9S7N7	-0.910000
Q9S7P9	0.880000
Q9S7Q2	-0.250000
Q9S7S3	4.650000
Q9S7U9	1.130000
Q9S7W4	-0.200000
Q9S7Y7	0.230000
Q9S7Z3	-0.630000
Q9S7Z8	-0.200000
Q9S814	-0.040000
Q9S818	-0.200000
Q9S825	-0.460000
Q9S829	-0.180000
Q9S831	-0.580000
Q9S834	0.080000
Q9S841	0.720000
Q9S850	0.240000
Q9S9M7	-0.590000
Q9S9N6	-1.340000
Q9S9N9	-0.230000
Q9S9P1	0.700000
Q9S9P6	-0.590000
Q9S9P8	0.460000
Q9S9Q9	-0.300000
Q9S9U1	0.370000
Q9S9V0	0.080000
Q9S9W2	-0.840000
Q9S9Z7	0.520000
Q9S9Z8	0.570000
Q9SA18	-0.690000
Q9SA23	0.320000
Q9SA25	-0.490000
Q9SA34	0.350000
Q9SA55	-0.330000
Q9SA56	-0.410000
Q9SA72	0.100000
Q9SA73	0.140000
Q9SA78	0.320000
Q9SA85	-0.390000
Q9SA87	0.760000
Q9SA88	1.110000
Q9SAA2	0.060000
Q9SAB3	-0.390000
Q9SAC6	0.420000
Q9SAD7	0.270000
Q9SAE3	-0.950000
Q9SAG7	-1.210000
Q9SAI5	-0.270000
Q9SAJ2	0.020000
Q9SAJ4	0.340000
Q9SAJ6	0.560000
Q9SAK4	0.430000
Q9SAL0	-0.440000
Q9SAU2	-0.020000
Q9SAV0	-1.000000
Q9SAV3	-0.100000
Q9SB42	0.050000
Q9SB48	-0.050000
Q9SB50	-0.300000
Q9SB63	2.450000
Q9SB81	0.070000
Q9SBA5	0.020000
Q9SBJ1	-0.630000
Q9SCK3	-0.440000
Q9SCL7	0.240000
Q9SCM3	-0.700000
Q9SCN0	-0.760000
Q9SCN8	-0.080000
Q9SCP9	-0.290000
Q9SCS2	-0.700000
Q9SCT4	1.120000
Q9SCU1	0.390000
Q9SCV3	-0.210000
Q9SCV8	0.560000
Q9SCW1	0.130000
Q9SCX3	2.100000
Q9SCX8	0.220000
Q9SCX9	-0.550000
Q9SCY0	-0.130000
Q9SCY2	0.230000
Q9SCY3	-1.320000
Q9SCZ4	-0.110000
Q9SCZ8	-1.260000
Q9SD07	-0.330000
Q9SD66	1.430000
Q9SD73	0.080000
Q9SD76	-0.330000
Q9SD78	0.250000
Q9SD79	0.440000
Q9SD97	-0.650000
Q9SD98	-0.640000
Q9SDM9	1.030000
Q9SDS7	0.100000
Q9SDY5	0.710000
Q9SE45	-0.200000
Q9SE50	-1.550000
Q9SE60	0.450000
Q9SE83	-0.320000
Q9SE96	0.400000
Q9SEE5	0.310000
Q9SEH3	0.250000
Q9SEI2	0.770000
Q9SEI3	-0.450000
Q9SEI4	-0.330000
Q9SEL6	0.460000
Q9SEU6	-0.560000
